year,icd_main_category,icd_detail_category,gender,death_age,death_count
2021,1-063-Diseases of the ear and mastoid process(H60-H93),1-063-Diseases of the ear and mastoid process(H60-H93),M,75 - 79,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,40 - 49,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,65 - 69,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,75 - 79,4
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,80 - 84,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),M,85 and Over,3
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,30 - 39,11
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,40 - 49,29
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,50 - 59,60
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,60 - 64,43
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,65 - 69,53
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,70 - 74,62
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,75 - 79,54
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,80 - 84,50
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),M,85 and Over,80
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,20 - 29,9
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,30 - 39,49
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,40 - 49,195
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,50 - 59,367
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,60 - 64,341
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,65 - 69,372
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,70 - 74,424
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,75 - 79,329
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,80 - 84,423
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),M,85 and Over,565
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,Oct-19,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,20 - 29,8
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,30 - 39,25
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,40 - 49,26
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,50 - 59,42
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,60 - 64,28
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,65 - 69,20
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,70 - 74,24
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,75 - 79,22
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,80 - 84,33
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),M,85 and Over,56
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,20 - 29,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,28 days - under 1 years,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,30 - 39,16
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,40 - 49,35
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,50 - 59,81
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,60 - 64,56
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,65 - 69,84
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,70 - 74,86
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,75 - 79,72
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,80 - 84,116
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),M,85 and Over,166
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,30 - 39,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,50 - 59,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,60 - 64,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,70 - 74,5
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,75 - 79,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,80 - 84,2
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),M,85 and Over,10
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,1,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,Oct-19,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,20 - 29,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,30 - 39,3
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,40 - 49,6
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,50 - 59,16
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,60 - 64,19
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,65 - 69,15
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,70 - 74,20
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,75 - 79,23
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,80 - 84,34
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),M,85 and Over,36
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,20 - 29,4
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,28 days - under 1 years,1
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,30 - 39,6
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,40 - 49,21
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,50 - 59,70
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,60 - 64,111
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,65 - 69,122
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,70 - 74,260
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,75 - 79,283
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,80 - 84,456
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),M,85 and Over,974
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,20 - 29,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,30 - 39,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,40 - 49,6
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,50 - 59,16
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,60 - 64,18
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,65 - 69,28
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,70 - 74,40
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,75 - 79,36
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,80 - 84,42
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),M,85 and Over,73
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,20 - 29,1
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,50 - 59,6
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,60 - 64,4
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,65 - 69,8
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,70 - 74,12
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,75 - 79,20
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,80 - 84,11
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,M,85 and Over,12
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,40 - 49,1
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,50 - 59,1
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,60 - 64,1
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,65 - 69,2
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,70 - 74,4
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,75 - 79,2
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,80 - 84,4
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),M,85 and Over,7
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,20 - 29,2
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,30 - 39,2
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,40 - 49,12
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,50 - 59,28
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,60 - 64,25
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,65 - 69,30
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,70 - 74,16
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,75 - 79,14
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,80 - 84,13
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),M,85 and Over,8
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,5-Sep,1
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,Oct-19,1
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,40 - 49,7
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,50 - 59,11
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,60 - 64,10
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,65 - 69,14
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,70 - 74,23
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,75 - 79,21
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,80 - 84,41
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,M,85 and Over,63
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,40 - 49,5
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,50 - 59,3
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,60 - 64,5
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,65 - 69,3
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,70 - 74,10
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,75 - 79,8
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,80 - 84,6
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),M,85 and Over,18
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,40 - 49,1
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,50 - 59,4
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,60 - 64,4
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,65 - 69,5
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,70 - 74,6
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,75 - 79,5
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,80 - 84,2
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),M,85 and Over,9
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,28 days - under 1 years,1
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,30 - 39,2
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,50 - 59,1
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),M,80 - 84,2
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,40 - 49,5
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,50 - 59,26
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,60 - 64,38
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,65 - 69,48
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,70 - 74,68
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,75 - 79,49
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,80 - 84,89
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),M,85 and Over,155
2021,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),M,28 days - under 1 years,4
2021,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),M,Under 28 days,13
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,1,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,5-Sep,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,Oct-19,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,28 days - under 1 years,3
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,30 - 39,3
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,50 - 59,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,65 - 69,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,70 - 74,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,80 - 84,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",M,Under 28 days,10
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,1,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,Oct-19,2
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,20 - 29,7
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,28 days - under 1 years,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,30 - 39,11
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,40 - 49,6
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,50 - 59,3
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,60 - 64,3
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,65 - 69,4
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,70 - 74,4
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,75 - 79,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,80 - 84,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,85 and Over,2
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",M,Under 28 days,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,5-Sep,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,Oct-19,4
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,20 - 29,21
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,30 - 39,15
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,40 - 49,11
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,50 - 59,12
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,60 - 64,10
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,65 - 69,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,70 - 74,8
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,75 - 79,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,80 - 84,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),M,85 and Over,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,Oct-19,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,20 - 29,4
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,30 - 39,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,40 - 49,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,50 - 59,8
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,60 - 64,14
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,65 - 69,15
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,70 - 74,16
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,75 - 79,10
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,80 - 84,24
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),M,85 and Over,22
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,20 - 29,6
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,30 - 39,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,40 - 49,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,50 - 59,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,60 - 64,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,65 - 69,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),M,80 - 84,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",M,20 - 29,4
2021,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",M,30 - 39,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",M,50 - 59,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",M,60 - 64,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",M,65 - 69,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,20 - 29,5
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,30 - 39,8
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,40 - 49,5
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,50 - 59,5
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,60 - 64,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,65 - 69,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),M,80 - 84,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),M,Oct-19,16
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),M,20 - 29,51
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),M,30 - 39,44
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),M,40 - 49,29
